微博 ID,评论者昵称,评论内容,评论时间,cleaned_content,segmented_content,情感分析结果,解析
5213640997471423,是怪物啊啊啊啊啊,喜欢马克笔系列[么么哒]@芝芝麻麻汤圆 @兜兜有米_money,Mon Sep 29 17:13:52 +0800 2025,喜欢马克笔系列,喜欢 马克笔 系列,1,该评论使用了“喜欢”这一明确表达积极情感的词汇，直接表达了对“马克笔系列”的喜爱和肯定，整体情感倾向清晰为正面。
5213640997471423,甜甜的糖葫芦r,喜欢洞庭湖大桥，这景色太美了吧@鲲鹏集藏 @90后的骏 ,Mon Sep 22 20:36:35 +0800 2025,喜欢洞庭湖大桥 这景色太美了吧,喜欢 洞庭湖 大桥 景色 太美,1,评论中使用了“喜欢”、“太美了吧”等积极词汇，直接表达了对洞庭湖大桥景色的赞美和喜爱之情，整体情感倾向明显为正面。
5213640997471423,杭州西湖醋鱼联名小栈,#西醋帮扩# KK,Thu Sep 25 15:15:21 +0800 2025,KK,KK,0,"该评论仅包含一个简短的名称或代号""KK""，没有表达任何具体观点或情感色彩，无法判断其情感倾向，因此属于中性评论。"
5213640997471423,陌家-小颜,@A大调回旋曲202010 @啊意- 洞庭湖大桥~,Mon Sep 22 16:30:23 +0800 2025,洞庭湖大桥,洞庭湖 大桥,0,该评论仅提及“洞庭湖大桥”这一地点名称，未包含任何情感色彩或评价性词汇，无法推断出正面、负面或具体情绪倾向，因此属于中性陈述。
5215966200070777,许夜既白,夏以昼根正苗红正派大帅哥，多次被文旅联动，山西文旅的剪纸视频传承匠心，让剪纸文化在夏以昼的潮流中绽放新的光辉色彩呈现文化盛宴，更有国外玩家在提及茶饮文化时提及夏以昼到来的文化带动能力，让玩家更好理解中华传统文化。@微博智搜,Sun Sep 28 21:58:53 +0800 2025,夏以昼根正苗红正派大帅哥 多次被文旅联动 山西文旅的剪纸视频传承匠心 让剪纸文化在夏以昼的潮流中绽放新的光辉色彩呈现文化盛宴 更有国外玩家在提及茶饮文化时提及夏以昼到来的文化带动能力 让玩家更好理解中华传统文化,夏以昼 根正苗红 正派 帅哥 多次 文旅 联动 山西 文旅 剪纸 视频 传承 匠心 剪纸 文化 夏以昼 潮流 绽放 光辉 色彩 呈现 文化 盛宴 国外 玩家 提及 文化 提及 夏以昼 到来 文化 带动 能力 让玩家 更好 理解 中华 传统 文化,1,评论中使用了“根正苗红正派大帅哥”、“绽放新的光辉”、“文化盛宴”等积极词汇，强调夏以昼在文旅联动中传承剪纸文化、带动中华传统文化传播的正面影响，整体表达赞赏与自豪的情感倾向。
5213640997471423,KelvinGee,喜欢丙烯马克笔系列，粉的绿的都好看！@甜甜的糖葫芦r @scarlet_rr [鲜花],Mon Sep 29 17:02:41 +0800 2025,喜欢丙烯马克笔系列 粉的绿的都好看,喜欢 丙烯 马克笔 系列 好看,1,评论中使用了“喜欢”、“好看”等积极词汇，表达了对丙烯马克笔系列的明确喜爱和色彩搭配的赞赏，整体情感倾向为正面。
5213640997471423,先指花梢,喜欢猫猫的那张和马克笔系列[害羞][哇][太开心]@星黔xxxx @-睡眠喷雾-,Fri Oct 03 00:46:41 +0800 2025,喜欢猫猫的那张和马克笔系列,喜欢 猫猫 马克笔 系列,1,评论中明确表达“喜欢”猫猫和马克笔系列，使用积极情感词汇直接表明对内容的欣赏和偏好，整体情感倾向为正面。
5213640997471423,长沙发生什么了,[话筒]帮扩,Mon Sep 22 22:38:22 +0800 2025,帮扩,帮扩,0,该评论仅包含“帮扩”这一网络用语，表示帮助扩散或转发信息，属于功能性表达，没有明显的情感倾向，既无积极评价也无消极情绪，因此判断为中性。
5213640997471423,Luna小娜,喜欢丙烯马克笔联动绿！@亲爱的雪莉啦 @失眠飞行4444 ,Mon Sep 22 15:36:37 +0800 2025,喜欢丙烯马克笔联动绿,喜欢 丙烯 马克笔 联动,1,评论中使用了“喜欢”这一明确表达喜好的积极词汇，直接表达了对“丙烯马克笔联动绿”这一事物的喜爱和肯定，整体情感倾向清晰为正面。
5213640997471423,橘子味碳酸饮料,@香港太平山下聯名團 @爱美食的方木 摄影yyds ！[色][色][色],Sun Oct 05 23:03:26 +0800 2025,摄影yyds,摄影 yyds,1,该评论使用网络流行语“yyds”（永远的神），表达了对摄影的高度赞美和强烈认可，情感倾向明确积极。
5210492613427218,枇杷树T_T,联小说就算了，看看她挑的什么作品[允悲],Sat Sep 13 21:59:37 +0800 2025,联小说就算了 看看她挑的什么作品,小说 就算 看看 作品,-1,"该评论使用了""算了""、""什么作品""等带有质疑和不满情绪的词汇，表达了对联动作品选择的不认可和失望，整体情感倾向为负面。"
5210492613427218,KC_anlod,真的不要来任何爱情向，卖的很大的暧昧向作品我求求了，不要再来给我增加血压了,Sat Sep 13 19:14:18 +0800 2025,真的不要来任何爱情向 卖的很大的暧昧向作品我求求了 不要再来给我增加血压了,爱情 很大 暧昧 作品 求求 再来 增加 血压,-1,评论中使用了“不要来”、“我求求了”、“增加血压”等强烈负面词汇，表达了对爱情向和暧昧向作品的极度抗拒与不满，整体情感倾向明显为负面。
5210492613427218,亭亭如盖Ni,可以联西游记，谁能拒绝猴哥[苦涩],Sun Sep 14 10:24:08 +0800 2025,可以联西游记 谁能拒绝猴哥,西游记 拒绝 猴哥,1,评论中“可以联西游记”表达了积极的期待，“谁能拒绝猴哥”使用反问句式强调了对孙悟空角色的喜爱和欢迎，整体传递出兴奋和期待的情感，属于正面评价。
5210492613427218,竹烹旧茶宁韵长_,看完那一堆联动作品我都想说不如联忘川风华录我还能说一句川花99。🏳️,Sat Sep 20 12:24:38 +0800 2025,看完那一堆联动作品我都想说不如联忘川风华录我还能说一句川花99,一堆 联动 作品 联忘川 风华 一句 川花 99,1,评论通过对比表达对《忘川风华录》的喜爱，使用“川花99”这一网络流行语表达祝福和支持，整体语气轻松积极，情感倾向为正面。
5210492613427218,或又-you,联一次玩家心梗一次,Fri Sep 19 14:09:57 +0800 2025,联一次玩家心梗一次,一次 玩家 心梗 一次,-1,该评论使用了“心梗”这一网络用语，比喻因联动内容而感到极度失望或愤怒，带有强烈的负面情绪。这种表达方式直接传达了用户对联动活动的强烈不满和抵触。
5210492613427218,花雾笙,能不能和隔壁忘川联动啊，感觉历史人物之间相处很有爱啊，之前玩过一点点[doge],Sun Sep 14 12:12:50 +0800 2025,能不能和隔壁忘川联动啊 感觉历史人物之间相处很有爱啊 之前玩过一点点,隔壁 忘川 联动 历史 人物 之间 相处 之前 玩过 一点点,1,评论中表达了与“隔壁忘川”联动的期待，使用了“很有爱”等积极词汇，并提及了过往的正面游戏体验（“玩过一点点”），整体语气友好且充满兴趣，情感倾向为正面。
5210492613427218,小何的n次方,大师兄那次联名也不太好，很多魔怔粉涌入社区,Tue Sep 16 21:07:56 +0800 2025,大师兄那次联名也不太好 很多魔怔粉涌入社区,师兄 那次 联名 不太好 很多 涌入 社区,-1,评论中“不太好”直接表达了负面评价，而“魔怔粉涌入社区”进一步强化了不满情绪，暗示了联名活动带来的负面影响，整体情感倾向为负面。
5210492613427218,限定-做饭被夹版男科圣手郁珩瑾,礼貌问问贪吃蛇背刺是什么事呀，没吃到这个瓜,Mon Sep 15 13:31:26 +0800 2025,礼貌问问贪吃蛇背刺是什么事呀 没吃到这个瓜,礼貌 问问 贪吃蛇 背刺,0,该评论以礼貌询问的方式表达对“贪吃蛇背刺”事件的好奇，使用“礼貌问问”、“没吃到这个瓜”等中性表述，主要目的是获取信息而非表达情感，没有明显的正面或负面倾向。
5210492613427218,科昆兴,想要红楼梦[融化]，以及我也填了隔壁忘川（）,Sun Sep 14 13:34:09 +0800 2025,想要红楼梦 以及我也填了隔壁忘川,想要 红楼梦 隔壁 忘川,0,该评论仅陈述了“想要红楼梦”和“填了隔壁忘川”两个事实性行为，没有使用明显的情感词汇，也未表达出强烈的喜好或厌恶，整体态度较为中立。
5210492613427218,长风过树荫,对的 我也觉得联红楼梦这种的真的更好一点,Sun Sep 14 03:13:20 +0800 2025,对的 我也觉得联红楼梦这种的真的更好一点,红楼梦 更好,1,评论通过“对的”表示赞同，并使用“更好一点”等积极词汇明确表达了对联动内容的认可和偏好，整体情感倾向为正面。
5210492613427218,小何的n次方,跟游戏联感觉会更好，就是联同一个企业的,Tue Sep 16 21:09:35 +0800 2025,跟游戏联感觉会更好 就是联同一个企业的,游戏 更好 同一个 企业,1,评论表达了与游戏联动的积极期待，使用“会更好”表明对联动效果的认可，整体语气带有支持与乐观态度。
5210492613427218,海鸥的随波逐流,甄嬛传,Mon Sep 15 19:36:39 +0800 2025,甄嬛传,,0,该评论仅提及作品名称“甄嬛传”，未附加任何评价性词汇或情感表达，属于客观陈述，无明显情感倾向，因此判定为中性。
5210492613427218,养只猫叫小熊,啥玩意我没当回事随便选了几个[捂嘴哭],Fri Sep 19 22:42:39 +0800 2025,啥玩意我没当回事随便选了几个,玩意 没当回事 随便 几个,0,该评论表达了用户对选择过程的随意态度，使用“啥玩意”和“随便选了几个”等中性词汇，没有明显的积极或消极情绪，仅陈述事实，整体情感倾向为中性。
5210492613427218,炖个萝卜汤,想要秦时明月[苦涩],Wed Sep 17 12:48:54 +0800 2025,想要秦时明月,想要 秦时 明月,0,该评论仅表达了“想要秦时明月”的愿望或诉求，陈述了一个事实性的需求，没有使用明显的情感词汇或表达出强烈的积极、消极情绪，因此整体情感倾向为中性。
5210492613427218,好瓜我吃吃吃,因为我打第五，最近第五联动的故宫我觉得很好[思考]考虑这方面的联动不[思考],Mon Sep 15 15:18:26 +0800 2025,因为我打第五 最近第五联动的故宫我觉得很好考虑这方面的联动不,第五 最近 第五 联动 故宫 考虑 这方面 联动,1,该评论通过“我觉得很好”直接表达了积极评价，并询问是否考虑类似联动，显示出对当前联动内容的认可和期待，整体情感倾向为正面。
5210492613427218,妾在山阳小迷妹,虽然我看小说，但是我还是不希望联动吧[单身狗],Sat Sep 13 21:08:31 +0800 2025,虽然我看小说 但是我还是不希望联动吧,小说 希望 联动,-1,评论通过“虽然...但是...”的转折句式，明确表达了不希望联动的态度。前半句承认看小说的行为，后半句直接否定联动意愿，整体传递出对联动内容的排斥或不满情绪。
5210492613427218,用户7711146081,游戏我倒是认识一个比较合适的，桃园深处有人家[doge]他是休闲向的，不是很火，但是在休闲游戏里面也算是热门的,Sat Sep 13 19:39:48 +0800 2025,游戏我倒是认识一个比较合适的 桃园深处有人家他是休闲向的 不是很火 但是在休闲游戏里面也算是热门的,游戏 认识 比较 合适 桃园 深处 休闲 很火 休闲游戏 里面 算是 热门,0,该评论客观介绍了游戏“桃园深处有人家”的定位和热度，使用了“比较合适”、“算是热门”等中性描述词，没有表达明显的喜爱或批评情绪，整体属于信息性陈述。
5210492613427218,用户8005113057,文物联动，或者中国神话联动，非遗联动，比如女书，可以直接出一个女角色，只要画好了，剧情你就算干讲女书的来历我也买单,Sun Sep 14 10:26:24 +0800 2025,文物联动 或者中国神话联动 非遗联动 比如女书 可以直接出一个女角色 只要画好了 剧情你就算干讲女书的来历我也买单,文物 联动 中国 神话 联动 非遗 联动 女书 直接 角色 画好 剧情 就算 女书 来历 买单,1,该评论通过列举“文物联动”“中国神话联动”“非遗联动”等具体建议，表达了对文化联动内容的强烈期待与支持。使用“直接出一个女角色”“我也买单”等积极表述，显示出对潜在内容的认可和购买意愿，整体情感倾向为正面。
5210492613427218,用户7820644576,啊贪吃蛇背刺了吗我我咋不知道[泪],Thu Sep 18 20:23:10 +0800 2025,啊贪吃蛇背刺了吗我我咋不知道,贪吃蛇 背刺 知道,0,该评论以疑问句形式表达对“贪吃蛇背刺”事件的不知情，主要是在询问或确认信息，没有使用明显的积极或消极情感词汇，整体语气偏向客观陈述，因此判断为中性情感。
5210413685276832,持簪念旧人,传统文化之类的是不会出错的，只要别画成剪纸系列那样，一般都不会有人骂你[努力],Sat Sep 13 13:57:59 +0800 2025,传统文化之类的是不会出错的 只要别画成剪纸系列那样 一般都不会有人骂你,传统 文化 不会 出错 别画成 剪纸 系列 不会 有人,0,该评论前半句肯定传统文化题材的安全性，后半句以剪纸系列为例提出避免负面评价的建议，整体语气较为客观，没有明显的积极或消极情绪表达，属于中性评论。
5210413685276832,三分糖抹茶咖啡冻,我刚发现 它的问卷那些选项都不对齐 我真的被花亦山的态度气笑了,Sat Sep 13 14:13:06 +0800 2025,我刚发现 它的问卷那些选项都不对齐 我真的被花亦山的态度气笑了,我刚 发现 问卷 选项 对齐 花亦山 态度 气笑,-1,评论中使用了“气笑了”这一表达，明显带有讽刺和不满的情绪，同时指出问卷选项不对齐的问题，直接批评了花亦山的态度，整体情感倾向为负面。
5210413685276832,花文司宥的钱给浅山和哥哥买衣服,我支持，这次联动结束问卷就说了，不要再搞这些IP联动了，去和那种文旅博物馆非遗类的联动不好吗，正向宣传，玩家角色也不受气，TMD我以为又出问卷是干啥呢,Sat Sep 13 15:34:37 +0800 2025,我支持 这次联动结束问卷就说了 不要再搞这些IP联动了 去和那种文旅博物馆非遗类的联动不好吗 正向宣传 玩家角色也不受气 TMD我以为又出问卷是干啥呢,支持 这次 联动 结束 问卷 IP 联动 那种 文旅 博物馆 遗类 联动 不好 正向 宣传 玩家 角色 受气 TMD 以为 问卷,-1,评论中“不要再搞这些IP联动了”、“玩家角色也不受气”表达了明确的反对和不满情绪，结尾的“TMD”等语气词进一步强化了负面情感，整体是对联动形式的批评和失望。
5210413685276832,竹子啊不嘞,dl，作为一个国风游戏不就应该多搞联动一些非遗以及传统文化之类的联动吗[桃里桃气],Sat Sep 13 20:47:59 +0800 2025,dl 作为一个国风游戏不就应该多搞联动一些非遗以及传统文化之类的联动吗,dl 国风 游戏 应该 联动 非遗 传统 文化 联动,1,评论通过反问句式“不就应该多搞联动”表达了对国风游戏联动非遗及传统文化的强烈支持与期待，体现了积极的认同态度，整体情感倾向为正面。
5210413685276832,持簪念旧人,打字途中头就晕了，要来吵的话我也管不着，先遁了[努力],Sat Sep 13 13:56:30 +0800 2025,打字途中头就晕了 要来吵的话我也管不着 先遁了,打字 途中 要来 管不着 先遁,-1,评论中“头就晕了”表达身体不适，“要来吵的话我也管不着”带有消极回避态度，“先遁了”体现逃避情绪，整体透露出烦躁和无奈，情感倾向为负面。
5210413685276832,持簪念旧人,实在没忍住[努力],Sat Sep 13 13:55:40 +0800 2025,实在没忍住,实在 忍住,0,该评论仅表达了“实在没忍住”这一行为，没有提供具体的行为对象或情感指向，无法判断其背后是正面、负面还是中性的具体情绪，因此整体情感倾向为中性。
5210492613427218,皖屿栖,贪吃蛇背刺怎么回事啊？我怎么什么都不知道[震惊],Thu Sep 18 07:09:20 +0800 2025,贪吃蛇背刺怎么回事啊 我怎么什么都不知道,贪吃蛇 背刺 怎么回事 知道,-1,评论中“背刺”一词带有强烈的负面情绪，暗示被欺骗或背叛，结合“怎么回事啊”的困惑语气，表达了玩家对游戏内事件不知情的不满和失望。
5210413685276832,-不及春-,不懂就问花亦山是想要联动走黑红路线吗。,Sat Sep 13 17:44:13 +0800 2025,不懂就问花亦山是想要联动走黑红路线吗,问花 想要 联动 黑红 路线,-1,该评论以“不懂就问”开头，但实际带有质疑和讽刺的语气，暗示游戏方可能通过引发争议（“黑红路线”）来获取关注，表达了对运营策略的不满和批评，整体情感倾向为负面。
5210413685276832,风雪不染尘,根本没几个可选的，动漫选了百妖谱，游戏没几个出名的，没选，小说电视剧想都没想，什么时候出二期岩彩联动皮啊[允悲],Sat Sep 13 14:46:39 +0800 2025,根本没几个可选的 动漫选了百妖谱 游戏没几个出名的 没选 小说电视剧想都没想 什么时候出二期岩彩联动皮啊,几个 可选 动漫 选了 百妖谱 游戏 几个 出名 没选 小说 电视剧 没想 二期 岩彩 联动,-1,评论中“根本没几个可选的”、“没几个出名的”、“想都没想”等表述透露出明显的失望和不满情绪，核心诉求“什么时候出二期岩彩联动皮啊”以反问形式表达了对当前联动内容匮乏的批评和对特定内容的急切期待，整体情感倾向为负面。
5210413685276832,栀繁喻茂,老师问问文案少吃书是什么意思[开学季],Sat Oct 04 11:46:44 +0800 2025,老师问问文案少吃书是什么意思,老师 问问 文案 少吃书 意思,0,该评论是询问“少吃书”这一术语的含义，属于知识性或澄清性的提问，没有表达个人情感或评价，因此情感倾向为中性。
5210413685276832,岁月悠然-,比起联动他问卷里的那一些IP，我更希望他去联动非遗文化做成新装，画好看点让每一位名士都可以参与到不是更好[呵呵],Sat Sep 13 15:11:27 +0800 2025,比起联动他问卷里的那一些IP 我更希望他去联动非遗文化做成新装 画好看点让每一位名士都可以参与到不是更好,比起 联动 问卷 IP 希望 联动 非遗 文化 做成 新装 好看 一位 名士 参与 更好,1,评论表达了希望联动非遗文化并设计精美服装的积极愿望，使用“更好”、“画好看点”等正面词汇，体现了对游戏内容优化的期待和支持，整体情感倾向为正面。
5210753722224159,镜花水月孤影一梦,联动天官赐福吧，我绝对抽,Sun Sep 14 20:57:36 +0800 2025,联动天官赐福吧 我绝对抽,联动 天官赐福 绝对,1,评论中“绝对抽”表达了强烈的参与意愿和期待，显示出对联动内容的积极支持和喜爱，整体情感倾向为正面。
5210753722224159,风雪伊零,不如联动奶茶好了，比如蜜雪，霸王茶姬，一点点，或者瑞幸也行，来点实际的能吃的东西更实在，之前的两次线下奶茶店联动都是买不到的，附近根本没有的[苦涩]，如果可以的话真的想让他联这些[苦涩]。,Thu Sep 18 15:02:15 +0800 2025,不如联动奶茶好了 比如蜜雪 霸王茶姬 一点点 或者瑞幸也行 来点实际的能吃的东西更实在 之前的两次线下奶茶店联动都是买不到的 附近根本没有的 如果可以的话真的想让他联这些,联动 奶茶 蜜雪 霸王 茶姬 一点点 瑞幸 实际 东西 实在 之前 两次 线下 奶茶 联动 买不到 附近 没有,-1,评论通过对比表达不满，指出之前的联动“买不到”、“附近根本没有”，并强调“来点实际的能吃的东西更实在”，带有明显的失望和抱怨情绪，整体倾向为负面。
5210413685276832,Yoey-Oct30,联五花米线[思考],Sun Sep 14 00:37:58 +0800 2025,联五花米线,五花 米线,0,该评论仅提及“联五花米线”，未包含任何情感色彩词汇或表达个人态度，属于客观陈述或单纯提及名称，无明显正面或负面情感倾向。
5210753722224159,安可留声机,联动游戏动漫我也忍了[裂开]那个电动车我真是记忆犹新,Sun Sep 14 12:59:05 +0800 2025,联动游戏动漫我也忍了那个电动车我真是记忆犹新,联动 游戏 动漫 电动车 真是 记忆犹新,-1,评论中“我也忍了”表达了对联动内容的不满和勉强接受，而“电动车我真是记忆犹新”带有讽刺和负面回忆的意味，整体透露出对联动选择的不认同和失望情绪。
5210735407796354,KC_anlod,闲的没事做去考虑点非遗，不然你早点更新主线@花亦山心之月,Sun Sep 14 14:39:41 +0800 2025,闲的没事做去考虑点非遗 不然你早点更新主线,没事 考虑 点非 早点 更新 主线,-1,评论通过“闲的没事做”表达对当前内容的不满，并以“早点更新主线”的催促语气，暗示对开发方优先顺序的批评，整体带有明显的负面情绪。
5210735407796354,亭亭如盖Ni,花亦山想联动也要把自家搞好吧，美工稳定了吗，剧情合理了吗@花亦山心之月,Sun Sep 14 12:21:51 +0800 2025,花亦山想联动也要把自家搞好吧 美工稳定了吗 剧情合理了吗,花亦山 联动 搞好 美工 稳定 剧情 合理,-1,评论通过反问句式表达对游戏现状的不满，质疑美工不稳定、剧情不合理等核心问题，并以此批评联动决策本末倒置，整体带有明显的批评和失望情绪。
5210441653685236,一只wasting,先把主线更了，好看有脑的话，我立马为你冲锋陷阵[爱你],Sat Sep 13 15:52:33 +0800 2025,先把主线更了 好看有脑的话 我立马为你冲锋陷阵,主线 好看 有脑 立马 冲锋陷阵,1,评论中“好看有脑”表达了对内容质量的积极期待，“立马为你冲锋陷阵”以夸张的积极语气表示支持，整体透露出鼓励和期待的情感倾向。
5210735407796354,用户7711146081,@花亦山心之月 衣服[呵呵]只要你多出一件衣服，你还可以拿出来圈无数次,Sun Sep 14 14:27:04 +0800 2025,衣服只要你多出一件衣服 你还可以拿出来圈无数次,衣服 多出 一件 衣服 出来 无数次,-1,评论中“圈无数次”带有明显的讽刺意味，暗示商家通过重复推出类似商品来不断获取利益，表达了消费者对商业策略的不满和批评，整体情感倾向为负面。
5210532672181884,月何圆,[允悲]其实联动其他游戏或者漫画可能确实好点，因为为了拉新玩家，别的游戏人流量本来就不缺，联动非遗是锦上添花，但是狗花不一样[doge]要死不活联动非遗名著属于是原地踏步,Mon Sep 15 12:58:13 +0800 2025,其实联动其他游戏或者漫画可能确实好点 因为为了拉新玩家 别的游戏人流量本来就不缺 联动非遗是锦上添花 但是狗花不一样要死不活联动非遗名著属于是原地踏步,联动 游戏 漫画 可能 确实 好点 拉新 玩家 游戏 人流量 本来 不缺 联动 遗是 锦上添花 狗花 要死不活 联动 非遗 名著 属于 原地踏步,-1,该评论通过对比指出联动非遗对“狗花”游戏效果有限，使用“要死不活”、“原地踏步”等贬义词汇，表达了对联动策略的失望和批评，整体情感倾向为负面。
5210532672181884,用户7711146081,@花亦山心之月 偶尔对自己玩家好一点怎么了[呵呵]今年我们吃的史还不够多吗？哪一次流水自己家玩家没有贡献?指望突然天外飞仙救场，不如增加玩家的消费兴趣[呵呵]你知道因为你画的不好看，我今年已经有好几个卡池没下了，月卡也懒得续，前年我几乎一整年都在开月卡，大大小小的氪[呵呵],Mon Sep 15 15:48:32 +0800 2025,偶尔对自己玩家好一点怎么了今年我们吃的史还不够多吗 哪一次流水自己家玩家没有贡献 指望突然天外飞仙救场 不如增加玩家的消费兴趣你知道因为你画的不好看 我今年已经有好几个卡池没下了 月卡也懒得续 前年我几乎一整年都在开月卡 大大小小的氪,偶尔 玩家 今年 不够 一次 流水 玩家 没有 贡献 指望 突然 天外飞仙 救场 增加 玩家 消费 兴趣 知道 好看 今年 好几个 卡池 没下 懒得 前年 几乎 整年 大大小小,-1,评论通过“吃的史还不够多吗”、“画的不好看”等负面表达，直接批评游戏公司对玩家不够好、质量下降，并以自身消费减少（“卡池没下”、“月卡懒得续”）作为佐证，整体流露出强烈的不满和失望情绪。
5210203017974742,腹肌帅哥的谢玉镜湖,非遗没流量，本来就指望着联动热门ip从而带火自己，结果变成互相扶贫吗[笑cry][笑cry][笑cry],Sat Sep 13 08:23:31 +0800 2025,非遗没流量 本来就指望着联动热门ip从而带火自己 结果变成互相扶贫吗,非遗 流量 本来 指望 联动 热门 ip 带火 变成 互相 扶贫,-1,评论中使用了“没流量”、“指望”、“带火”等词汇表达对非遗现状的担忧，而“互相扶贫”一词带有明显的讽刺和失望情绪，暗示联动未能达到预期效果，整体情感倾向为负面。
5210203017974742,听风念故人wing,非遗特别好的啊[捂嘴哭]岩彩系列重启好吗好的,Fri Sep 12 23:59:28 +0800 2025,非遗特别好的啊岩彩系列重启好吗好的,非遗 特别 岩彩 系列 重启,1,评论中使用了“特别好”、“重启好吗好的”等积极表达，明确表达了对非遗岩彩系列重启的支持与期待，整体情感倾向为正面。
5210203017974742,圈圈鱼栀,岩彩此生难忘……就是说风评最好、最上档次、最适合花亦山也最不容易有争议的明明就是非遗民俗，它现在真的是把自己搞得好low，本家内容没做好，又想到处蹭联动……,Sat Sep 13 00:59:18 +0800 2025,岩彩此生难忘 就是说风评最好 最上档次 最适合花亦山也最不容易有争议的明明就是非遗民俗 它现在真的是把自己搞得好low 本家内容没做好 又想到处蹭联动,岩彩 此生 难忘 风评 最好 上档次 适合 花亦山 容易 争议 明明 是非 民俗 现在 low 本家 内容 做好 到处 联动,-1,"评论使用""此生难忘""表达强烈不满，批评联动选择""好low""，指责本家内容没做好却""到处蹭联动""，整体带有明显的失望和贬低情绪。"
5210203017974742,也寻宵,对啊对啊，我一直期待他和传统文化联动，或者敦煌壁画[抓狂][抓狂],Sat Sep 13 02:31:18 +0800 2025,对啊对啊 我一直期待他和传统文化联动 或者敦煌壁画,期待 传统 文化 联动 敦煌 壁画,1,"评论中使用了""对啊对啊""表示强烈赞同，并明确表达""一直期待""与传统文化或敦煌壁画联动的愿望，体现了积极的支持态度和热切期盼，整体情感倾向为正面。"
5210203017974742,皎皎云间月逝,非遗就是叫好不叫座，要是能爆，五华米线早就现象级神游了,Mon Sep 15 01:43:56 +0800 2025,非遗就是叫好不叫座 要是能爆 五华米线早就现象级神游了,非遗 叫好 叫座 五华 米线 早就 现象 神游,-1,该评论以“叫好不叫座”直接点出非遗项目虽有口碑但缺乏市场成功的现状，并用“五华米线”作为假设案例，以“早就现象级神游了”的反讽语气表达对现状的不满和失望，整体情感倾向为负面。
5210203017974742,叶幕失忆,支持[淡淡的],Sat Sep 13 01:09:25 +0800 2025,支持,支持,1,评论仅包含“支持”一词，这是一个明确的积极表态，表达了对某人或某事的赞同与鼓励，情感倾向清晰且正面。
5210160930753589,寒江处千秋雪,是啊，非遗很适合狗花的,Fri Sep 12 23:58:14 +0800 2025,是啊 非遗很适合狗花的,非遗 适合 狗花,1,评论中使用了“很适合”这一积极表达，明确表示了对非遗与狗花结合的认可与支持，整体语气肯定且带有赞赏意味，情感倾向为正面。
5210160930753589,暮林忆,支持！,Sat Sep 13 01:32:29 +0800 2025,支持,支持,1,评论仅包含“支持”一词，这是一个明确的积极表态，表达了对某事物的认可和赞同态度，整体情感倾向为正面。
5204912004662476,子渝lzy,很有意思的,Fri Aug 29 22:20:29 +0800 2025,很有意思的,有意思,1,评论中使用了“很有意思”这一积极表达，直接传达了对内容的兴趣和肯定态度，整体情感倾向明确为正面。
5210160930753589,微红了脸,联动绒花出花神系列的新装我将为三个号买全套……,Fri Sep 12 22:48:10 +0800 2025,联动绒花出花神系列的新装我将为三个号买全套,联动 绒花 花神 系列 新装 三个 全套,1,评论中明确表达了购买意愿（“为三个号买全套”），并提及联动内容（“绒花出花神系列的新装”），显示出对联动产品的强烈兴趣和支持，整体情感积极且充满期待。
5204912004662476,麦田蓑笠翁,晚安安[月亮],Fri Aug 29 23:50:46 +0800 2025,晚安安,晚安,0,该评论仅为日常问候语“晚安安”，没有表达对特定事物的评价或情感态度，属于中性表达，无明显的正面或负面情感倾向。
5210160930753589,Xx小雨宝,点了[淡淡的],Fri Sep 12 23:26:24 +0800 2025,点了,,0,该评论仅包含“点了”这一简短表述，通常表示对某内容的认可或赞同，但缺乏具体情感词汇和上下文信息，无法明确判断其积极或消极倾向，因此归类为中性。
5209997533252688,愿前路一片光明,@花亦山心之月 听见同砚说话了没[跪了],Fri Sep 12 17:23:13 +0800 2025,听见同砚说话了没,听见 同砚 说话,0,该评论仅询问是否听见同砚说话，属于客观询问或陈述事实，未使用明显的情感词汇，也未表达个人喜好或批评，因此情感倾向为中性。
5204912004662476,塞外纪录,《牡丹亭》中牡丹花[嘻嘻][鼓掌],Fri Aug 29 19:08:03 +0800 2025,牡丹亭 中牡丹花,牡丹亭 牡丹花,0,该评论仅提及“牡丹亭”和“牡丹花”两个名词，未使用任何带有情感色彩的词汇或表达个人态度，仅作客观描述，因此情感倾向为中性。
5204912004662476,金华小陈说事,午安,Sat Aug 30 10:56:43 +0800 2025,午安,午安,0,该评论仅为日常问候用语“午安”，没有表达任何情感倾向或评价性内容，属于中性表达。
5204912004662476,沈翊·日常版,沉浸式体验让非遗文化更鲜活，值得推广。,Fri Aug 29 09:35:47 +0800 2025,沉浸式体验让非遗文化更鲜活 值得推广,沉浸 体验 文化 鲜活 值得 推广,1,该评论使用了“沉浸式体验”、“更鲜活”、“值得推广”等积极词汇，表达了对非遗文化展示方式的肯定和赞赏，并明确支持其推广，整体情感倾向为正面。
5204912004662476,湘潭刘艺波醒醒,转发微博,Fri Aug 29 23:43:31 +0800 2025,转发微博,转发 微博,0,该评论仅表示转发微博的行为，没有表达任何个人情感或态度，属于中性陈述，无明确情感倾向。
